Magazine,Date,Author,Title,Url,Company
abc-news,2019-07-22T23:24:41Z,The Associated Press,"Trump meets with chipmakers on Huawei, other economic issues",https://abcnews.go.com/Technology/wireStory/trump-meets-chipmakers-huawei-economic-issues-64497021,Qualcomm
abc-news,2019-07-22T14:49:11Z,The Associated Press,"Review: In Tarantino's latest, a radiant Hollywood fable",https://abcnews.go.com/Entertainment/wireStory/review-tarantinos-latest-radiant-hollywood-fable-64485009,Sony
associated-press,2019-07-22T20:19:03Z,,"Markets Right Now: Tech gains, but other sectors stumble - Associated Press",https://www.apnews.com/46d0bd51118a46fbaaa7407eb8ddc4dc,Apple
associated-press,2019-07-22T18:56:29Z,"Associated Press, Jonathan Lemire, Associated Press",Trump concedes: He may watch ‘a little’ of Mueller testimony,https://www.apnews.com/2f2e09bda68d41d78c000fe3abe82aaf?utm_source=google&utm_medium=amp&utm_campaign=speakable,Apple
associated-press,2019-07-22T15:29:28Z,,"Flooding leads to rescues, evacuations in county in Ohio",https://apnews.com/c161604a12f6477c9b2757e916622333,Apple
associated-press,2019-07-22T17:23:49Z,By JONATHAN LEMIRE Associated Press,Trump insists he won't be watching Mueller testimony,https://apnews.com/2f2e09bda68d41d78c000fe3abe82aaf,Apple
associated-press,2019-07-22T13:42:57Z,,"Markets Right Now: Tech, energy lead early stock gains",https://apnews.com/46d0bd51118a46fbaaa7407eb8ddc4dc,Apple
associated-press,2019-07-22T20:47:00Z,The Associated Press,How major US stock indexes fared Monday,https://apnews.com/853a0beab32f45f8916e8a8816486c27,Apple
associated-press,2019-07-23T01:24:15Z,,The Latest: Judiciary Democrats to hold mock Mueller hearing,https://apnews.com/45f9dda4a3f0483e9f262292d2a51043,Apple
associated-press,2019-07-22T14:15:01Z,By DAMIAN J. TROISE AP Business Writer,Technology companies push early US stock gains,https://apnews.com/880b7fd069e647298a5fd08e71b85433,Apple
associated-press,2019-07-23T06:45:00Z,By JOE McDONALD AP Business Writer,Asian stocks rise on hopes for US-China trade talks,https://apnews.com/7564bec193054b2aa4e18f35f302ff69,Apple
associated-press,2019-07-22T14:15:01Z,By DAMIAN J. TROISE AP Business Writer,Technology companies push early US stock gains,https://apnews.com/880b7fd069e647298a5fd08e71b85433,Apple
associated-press,2019-07-23T06:45:00Z,By JOE McDONALD AP Business Writer,Asian stocks rise on hopes for US-China trade talks,https://apnews.com/7564bec193054b2aa4e18f35f302ff69,Apple
associated-press,2019-07-22T15:51:04Z,By JOCELYN NOVECK AP National Writer,"Review: Looking back at Mike Wallace, who made 'em squirm",https://apnews.com/ccd96f9abc7647db9269d23f66846ec0,Apple
associated-press,2019-07-22T20:31:59Z,By The Associated Press,Editorials from around Ohio,https://apnews.com/9c60feacf12e4b7bbb0e84cd9bb7fb63,Apple
associated-press,2019-07-23T00:15:01Z,Sarah Skidmore Sell,Equifax to pay up to $700M in data breach settlement - The Associated Press,https://www.apnews.com/da3f0dde0ad24303ae1b3c98fae3697a,Google
associated-press,2019-07-22T14:59:52Z,Jake Coyle,"Review: In Tarantino's latest, a radiant Hollywood fable - Associated Press",https://www.apnews.com/8ef26bb95bad4d5b8cbb884353545853,Google
associated-press,2019-07-22T21:14:10Z,,Nebraska economic development director to leave post,https://apnews.com/4034e29bb27d42a3b22cb6c44b43c460,Google
associated-press,2019-07-22T23:24:22Z,,"Trump meets with chipmakers on Huawei, other economic issues",https://apnews.com/a5dcfce040144c8ba3f3653d9502bcd6,Google
associated-press,2019-07-22T05:05:27Z,By JOSH DULANEY The Oklahoman,Oklahoma City boudoir photographers embrace its popularity,https://apnews.com/e1758094d5294609aa8dd8ef74c36160,Google
associated-press,2019-07-22T21:09:16Z,"Associated Press, Associated Press",Microsoft pays $25 million to settle corruption charges,https://www.apnews.com/f6852284a2154ac5ab422d51495c4056?utm_source=google&utm_medium=amp&utm_campaign=speakable,Microsoft
associated-press,2019-07-22T20:19:03Z,,"Markets Right Now: Tech gains, but other sectors stumble - Associated Press",https://www.apnews.com/46d0bd51118a46fbaaa7407eb8ddc4dc,Microsoft
associated-press,2019-07-22T15:54:19Z,,Microsoft pays $25 million to settle corruption charges,https://apnews.com/f6852284a2154ac5ab422d51495c4056,Microsoft
associated-press,2019-07-22T14:15:01Z,By DAMIAN J. TROISE AP Business Writer,Technology companies push early US stock gains,https://apnews.com/880b7fd069e647298a5fd08e71b85433,Microsoft
associated-press,2019-07-22T14:15:01Z,By DAMIAN J. TROISE AP Business Writer,Technology companies push early US stock gains,https://apnews.com/880b7fd069e647298a5fd08e71b85433,Microsoft
associated-press,2019-07-22T15:22:01Z,By The Associated Press,What consumers should know about Equifax $700M settlement,https://apnews.com/6d91b64e6b564034aee9be58d1fb9da5,IBM
associated-press,2019-07-22T20:19:03Z,,"Markets Right Now: Tech gains, but other sectors stumble - Associated Press",https://www.apnews.com/46d0bd51118a46fbaaa7407eb8ddc4dc,Intel
associated-press,2019-07-22T23:24:22Z,,"Trump meets with chipmakers on Huawei, other economic issues",https://apnews.com/a5dcfce040144c8ba3f3653d9502bcd6,Intel
associated-press,2019-07-22T20:47:00Z,The Associated Press,How major US stock indexes fared Monday,https://apnews.com/853a0beab32f45f8916e8a8816486c27,Intel
associated-press,2019-07-22T14:15:01Z,By DAMIAN J. TROISE AP Business Writer,Technology companies push early US stock gains,https://apnews.com/880b7fd069e647298a5fd08e71b85433,Intel
associated-press,2019-07-23T06:45:00Z,By JOE McDONALD AP Business Writer,Asian stocks rise on hopes for US-China trade talks,https://apnews.com/7564bec193054b2aa4e18f35f302ff69,Intel
associated-press,2019-07-22T14:15:01Z,By DAMIAN J. TROISE AP Business Writer,Technology companies push early US stock gains,https://apnews.com/880b7fd069e647298a5fd08e71b85433,Intel
associated-press,2019-07-23T06:45:00Z,By JOE McDONALD AP Business Writer,Asian stocks rise on hopes for US-China trade talks,https://apnews.com/7564bec193054b2aa4e18f35f302ff69,Intel
associated-press,2019-07-22T23:24:22Z,,"Trump meets with chipmakers on Huawei, other economic issues",https://apnews.com/a5dcfce040144c8ba3f3653d9502bcd6,Cisco
associated-press,2019-07-22T13:49:37Z,Dánica Coto,PUERTO RICO: Hundreds of thousands gather for protest to expel gov...,https://www.apnews.com/9628a151610840dd93c3b0e3e65ecf9b,Facebook
associated-press,2019-07-22T11:28:41Z,,Louisiana officer suggested Ocasio-Cortez should be shot,https://apnews.com/39bff31bdf8847489420f71fa493ef7c,Facebook
associated-press,2019-07-22T02:16:28Z,,"GOP group removes post calling congresswomen ""Jihad Squad""",https://apnews.com/c540fc99132f46e9a6371f5380f97ee2,Facebook
associated-press,2019-07-22T01:58:05Z,,The Latest: Power restored to about 30% percent of customers,https://apnews.com/dd57ccdd7f5b4d1ca0981704715f23eb,Facebook
associated-press,2019-07-22T19:13:28Z,,Tennessee House speaker denies voucher vote-buying claims,https://apnews.com/63b3116b40664b8eab7baec799045a2e,Facebook
associated-press,2019-07-22T17:43:17Z,,Robbery suspect wanted in grocery store owner's slaying,https://apnews.com/5c601b2e02b24958883fecd1a0d3a6f3,Facebook
associated-press,2019-07-22T12:28:16Z,,Zoo IDs worker who died in training exercise fall,https://apnews.com/077a359d0dfb4d37b16b9c5398a13d42,Facebook
associated-press,2019-07-22T21:14:10Z,,Nebraska economic development director to leave post,https://apnews.com/4034e29bb27d42a3b22cb6c44b43c460,Facebook
associated-press,2019-07-22T16:05:20Z,,Knight Foundation funding studies on media and democracy,https://apnews.com/9bc56af4e0f94b479953693bbf67e533,Facebook
associated-press,2019-07-22T11:46:46Z,,Sheriff: Foul play suspected in death of Ole Miss student,https://apnews.com/f71e63dfdb52469cab95ee9c7739fc34,Facebook
associated-press,2019-07-22T01:04:42Z,,Utility says most of a Hawaiian island is without power,https://apnews.com/20351d69846a43bfb32c249568bdc45e,Facebook
associated-press,2019-07-22T12:46:36Z,,"Delaware boaters fall into water, police halt runaway vessel",https://apnews.com/eae8aebf9c324c0890c704bf959dfa4e,Facebook
associated-press,2019-07-22T14:01:28Z,By JIM MORRIS Associated Press,"B.C. police searching for 2 missing, investigating murders",https://apnews.com/10c18e12fe8f4ad39f87ebfbdc2e06b1,Facebook
associated-press,2019-07-22T04:04:54Z,By DÁNICA COTO Associated Press,Puerto Rico prepares for massive protest to expel governor,https://apnews.com/9628a151610840dd93c3b0e3e65ecf9b,Facebook
associated-press,2019-07-23T06:18:20Z,By JESSE J. HOLLAND Associated Press,Hundreds of black deaths in Red Summer ignored century later,https://apnews.com/d7830d62a99f4cdd8f0a0d08cefb92c5,Facebook
associated-press,2019-07-22T18:22:19Z,,State says not so fast on fake German heiress' Netflix deal,https://apnews.com/17796634f24f49728f569aeb56d6cf8a,Netflix
associated-press,2019-07-22T18:22:19Z,,State says not so fast on fake German heiress' Netflix deal,https://apnews.com/17796634f24f49728f569aeb56d6cf8a,Netflix
associated-press,2019-07-22T19:38:14Z,Aynslee Darmon,State Says Not So Fast On Fake German Heiress’ Netflix Deal,http://www.apnews.com/17796634f24f49728f569aeb56d6cf8a,Netflix
associated-press,2019-07-22T23:24:22Z,,"Trump meets with chipmakers on Huawei, other economic issues",https://apnews.com/a5dcfce040144c8ba3f3653d9502bcd6,Huawei
associated-press,2019-07-22T23:24:22Z,,"Trump meets with chipmakers on Huawei, other economic issues",https://apnews.com/a5dcfce040144c8ba3f3653d9502bcd6,Qualcomm
associated-press,2019-07-22T14:59:52Z,Jake Coyle,"Review: In Tarantino's latest, a radiant Hollywood fable - Associated Press",https://www.apnews.com/8ef26bb95bad4d5b8cbb884353545853,Sony
associated-press,2019-07-22T14:58:01Z,By JAKE COYLE AP Film Writer,"Review: In Tarantino's latest, a radiant Hollywood fable",https://apnews.com/8ef26bb95bad4d5b8cbb884353545853,Sony
business-insider,2019-07-22T22:02:07Z,Benjamin Pimentel,"Apple is reportedly in talks to buy Intel’s smartphone-modem chip business for $1 billion (AAPL, INTC)",https://www.businessinsider.com/apple-talks-buy-intel-smartphone-business-2019-7,Apple
business-insider,2019-07-22T20:06:00Z,Dave Johnson,How to fix a frozen iPhone in 3 simple ways,https://www.businessinsider.com/how-to-fix-a-frozen-iphone,Apple
business-insider,2019-07-22T17:16:00Z,Zoë LaRock,'Femtech' companies are likely poised for speedy growth — despite failing to prove that their tools live up to the hype (AAPL),https://www.businessinsider.com/femtech-space-booms-despite-tepid-efficacy-2019-7,Apple
business-insider,2019-07-22T16:45:41Z,Lisa Eadicicco,9 small changes coming to the iPhone later this year that will greatly improve how you use your phone (AAPL),https://www.businessinsider.com/apple-ios-13-best-small-features-coming-to-iphones-2019-7,Apple
business-insider,2019-07-22T07:30:06Z,"Jack Derwin, Business Insider Australia",China launches Nasdaq-style tech stock exchange 'Star Market' - Business Insider,https://www.businessinsider.com/what-is-star-market-china-nasdaq-2019-7,Apple
business-insider,2019-07-22T14:46:00Z,Rachel Green,Capital One's Q2 earnings gave insight into its ongoing digital transformation (COF),https://www.businessinsider.com/rob-alexander-capitol-one-cio-leads-digital-transformation-plan-2019-7,Apple
business-insider,2019-07-22T19:58:00Z,Meira Gebel,The first jobs of 14 of the biggest tech executives,https://www.businessinsider.com/tech-first-jobs-jeff-bezos-mark-zuckerberg-2019-7,Apple
business-insider,2019-07-22T18:46:51Z,Lisa Eadicicco,Apple closed its stores early in Hong Kong after violent protests erupted in the city (AAPL),https://www.businessinsider.com/apple-closes-stores-early-hong-kong-violence-2019-7,Apple
business-insider,2019-07-22T14:09:00Z,Abigail Abesamis,"How to read, respond to, and send new text messages on your Apple Watch, in a few different ways",https://www.businessinsider.com/can-you-text-on-apple-watch,Apple
business-insider,2019-07-23T06:39:11Z,Isobel Asher Hamilton,10 things in tech you need to know today,https://www.businessinsider.com/10-things-in-tech-you-need-to-know-today-july-23-2019-7,Apple
business-insider,2019-07-22T13:41:00Z,Meira Gebel,How to delete photo albums from your iPhone to declutter your Photos app,https://www.businessinsider.com/how-to-delete-albums-from-iphone,Apple
business-insider,2019-07-22T13:56:00Z,Meira Gebel,How to easily make a photo slideshow on your iPhone's Photos app,https://www.businessinsider.com/how-to-make-a-slideshow-on-iphone,Apple
business-insider,2019-07-22T14:55:00Z,Ben Gilbert,It's been over 12 years since the iPhone debuted — look how primitive the first one seems today (AAPL),https://www.businessinsider.com/first-phone-anniversary-2016-12,Apple
business-insider,2019-07-22T20:21:01Z,Daniel Strauss,Tech stocks lead US indexes higher on earnings optimism,https://markets.businessinsider.com/news/stocks/stock-market-news-tech-stocks-climb-ahead-of-earnings-2019-7-1028373243,Apple
business-insider,2019-07-23T10:29:56Z,Yusuf Khan,10 things you need to know before the opening bell,http://markets.businessinsider.com/news/stocks/10-things-you-need-to-know-before-the-opening-bell-1028375271,Apple
business-insider,2019-07-22T16:23:00Z,Sarah Silbert,"Anyone who flies Southwest, Delta, or United can earn major bonus miles at Apple right now, but the deal only lasts 24 hours",https://www.businessinsider.com/earn-bonus-miles-on-apple-purchases-2019-7,Apple
business-insider,2019-07-22T17:09:16Z,Ashley Rodriguez,A top Comcast exec on how the TV bundle could be fundamentally changed by new streaming services like Disney Plus and HBO Max (CMCSA),https://www.businessinsider.com/comcast-exec-how-disney-plus-hbo-max-change-tv-bundle-2019-7,Apple
business-insider,2019-07-22T19:12:00Z,Dave Johnson,How to easily combine videos on your iPhone using the iMovie app,https://www.businessinsider.com/how-to-combine-videos-on-iphone,Apple
business-insider,2019-07-22T18:44:00Z,Dave Johnson,How to stop iCloud storage alerts on your iPhone in 5 easy ways,https://www.businessinsider.com/how-to-stop-icloud-alerts-on-iphone,Apple
business-insider,2019-07-23T10:29:56Z,Yusuf Khan,10 things you need to know before the opening bell,https://www.businessinsider.com/opening-bell-july-23-2019-7,Apple
business-insider,2019-07-22T16:51:40Z,Grace Panetta,Presidential candidate Andrew Yang says he's ready to bounce back from a disappointing first debate performance,https://www.businessinsider.com/andrew-yang-ready-bounce-back-disappointing-first-debate-preformance-2019-7,Apple
business-insider,2019-07-22T10:11:47Z,Isobel Asher Hamilton,Leaked Pixel 4 images show Google going for a surprisingly massive 'forehead' front bezel,https://www.businessinsider.com/pixel-4-leaked-images-show-massive-forehead-front-bezel-2019-7,Google
business-insider,2019-07-22T11:12:00Z,Mary Hanbury and Reuters,The White House is hosting a meeting with tech executives to discuss the Huawei ban,https://www.businessinsider.com/white-house-meets-with-google-microsoft-to-discuss-huawei-ban-2019-7,Google
business-insider,2019-07-22T12:44:39Z,Amanda Perelli,YouTube star Shelby Church breaks down how much money a video with one million views makes her,https://www.businessinsider.com/how-much-money-youtube-pays-creators-influencers-one-million-views-2019-7,Google
business-insider,2019-07-22T14:45:37Z,"Christian Wylonis, The Org","Here are the latest executive power moves that help explain everything that's going on at Waymo, SurveyMonkey, and SoFi",https://www.businessinsider.com/power-moves-of-the-week-waymo-sofi-2019-7,Google
business-insider,2019-07-22T07:06:30Z,Isobel Asher Hamilton,10 things in tech you need to know today - Business Insider,https://www.businessinsider.com/10-things-in-tech-you-need-to-know-today-july-22-2019-7,Google
business-insider,2019-07-22T07:30:06Z,"Jack Derwin, Business Insider Australia",China launches Nasdaq-style tech stock exchange 'Star Market' - Business Insider,https://www.businessinsider.com/what-is-star-market-china-nasdaq-2019-7,Google
business-insider,2019-07-22T19:58:00Z,Meira Gebel,The first jobs of 14 of the biggest tech executives,https://www.businessinsider.com/tech-first-jobs-jeff-bezos-mark-zuckerberg-2019-7,Google
business-insider,2019-07-22T18:04:23Z,Nick Bastone,"Google settles a multi-million dollar class action lawsuit accusing the tech giant of age discrimination against potential applicants (GOOG, GOOGL)",https://www.businessinsider.com/google-settles-multi-million-dollar-age-discrimination-lawsuit-2019-7,Google
business-insider,2019-07-22T15:00:00Z,Malarie Gokey,The best cheap phones you can buy,https://www.businessinsider.com/best-cheap-phones-unlocked-amazon,Google
business-insider,2019-07-22T21:02:04Z,Benjamin Pimentel,"A Wall Street analyst found that Microsoft's all-important cloud business just crossed a major milestone, and it could mean great things for investors (MSFT, AMZN, GOOG, IBM)",https://www.businessinsider.com/microsoft-stronger-cloud-business-better-margins-2019-7,Google
business-insider,2019-07-23T04:54:27Z,Rosie Perper,Trump meets with top US tech leaders to discuss sales to Huawei as he moves to soften restrictions against the Chinese tech giant,https://www.businessinsider.com/trump-meets-with-google-intel-cisco-to-discuss-huawei-sales-2019-7,Google
business-insider,2019-07-22T18:01:04Z,Lauren Johnson,The CEO of a startup that helps marketers pull data out of walled gardens like Amazon explains why he just sold part of his business to Cannes Lions' parent company,https://www.businessinsider.com/jumpshot-sells-35-stake-to-ascential-valued-at-60-million-2019-7,Google
business-insider,2019-07-23T06:39:11Z,Isobel Asher Hamilton,10 things in tech you need to know today,https://www.businessinsider.com/10-things-in-tech-you-need-to-know-today-july-23-2019-7,Google
business-insider,2019-07-22T16:45:41Z,Lisa Eadicicco,9 small changes coming to the iPhone later this year that will greatly improve how you use your phone (AAPL),https://www.businessinsider.com/apple-ios-13-best-small-features-coming-to-iphones-2019-7,Google
business-insider,2019-07-22T18:44:00Z,Dave Johnson,How to stop iCloud storage alerts on your iPhone in 5 easy ways,https://www.businessinsider.com/how-to-stop-icloud-alerts-on-iphone,Google
business-insider,2019-07-22T14:55:00Z,Ben Gilbert,It's been over 12 years since the iPhone debuted — look how primitive the first one seems today (AAPL),https://www.businessinsider.com/first-phone-anniversary-2016-12,Google
business-insider,2019-07-22T17:09:16Z,Ashley Rodriguez,A top Comcast exec on how the TV bundle could be fundamentally changed by new streaming services like Disney Plus and HBO Max (CMCSA),https://www.businessinsider.com/comcast-exec-how-disney-plus-hbo-max-change-tv-bundle-2019-7,Google
business-insider,2019-07-22T11:12:00Z,Mary Hanbury and Reuters,The White House is hosting a meeting with tech executives to discuss the Huawei ban,https://www.businessinsider.com/white-house-meets-with-google-microsoft-to-discuss-huawei-ban-2019-7,Microsoft
business-insider,2019-07-22T21:57:00Z,Nicole Phillips,We’re hiring a Sales Development Representative to the join Business Insider’s subscription enterprise sales team,https://www.businessinsider.com/hiring-sales-development-representative-to-join-insider-inc-2019-7,Microsoft
business-insider,2019-07-22T19:53:09Z,Reuters,Microsoft agrees to pay criminal fine to settle anti-bribery charges in the US - Business Insider,https://www.businessinsider.com/microsoft-settles-us-charges-it-violated-anti-bribery-law-accepts-criminal-fine-sec-2019-7,Microsoft
business-insider,2019-07-22T19:58:00Z,Meira Gebel,The first jobs of 14 of the biggest tech executives,https://www.businessinsider.com/tech-first-jobs-jeff-bezos-mark-zuckerberg-2019-7,Microsoft
business-insider,2019-07-22T13:00:00Z,Rosalie Chan,"Microsoft is investing $1 billion in OpenAI, the Elon Musk-founded company that's trying to build human-like artificial intelligence (MSFT)",https://www.businessinsider.com/microsoft-openai-artificial-general-intelligence-investment-2019-7,Microsoft
business-insider,2019-07-22T21:02:04Z,Benjamin Pimentel,"A Wall Street analyst found that Microsoft's all-important cloud business just crossed a major milestone, and it could mean great things for investors (MSFT, AMZN, GOOG, IBM)",https://www.businessinsider.com/microsoft-stronger-cloud-business-better-margins-2019-7,Microsoft
business-insider,2019-07-22T19:00:00Z,Christian de Looper,Microsoft is running a big sale on Xbox One S games and accessories — here are the best deals,https://www.businessinsider.com/xbox-one-s-games-accessories-sale-2019-7,Microsoft
business-insider,2019-07-23T06:39:11Z,Isobel Asher Hamilton,10 things in tech you need to know today,https://www.businessinsider.com/10-things-in-tech-you-need-to-know-today-july-23-2019-7,Microsoft
business-insider,2019-07-23T10:46:05Z,Theron Mohamed,Disgraced financier Jeffrey Epstein reportedly had close ties to Barclays CEO Jes Staley and multiple Wall Street executives,http://markets.businessinsider.com/news/stocks/disgraced-financier-jeffrey-epstein-reportedly-had-close-ties-to-barclays-ceo-jes-staley-and-multiple-wall-street-executives-1028375356,Microsoft
business-insider,2019-07-23T10:46:05Z,Theron Mohamed,Disgraced financier Jeffrey Epstein reportedly had close ties to Barclays CEO Jes Staley and multiple Wall Street executives,https://www.businessinsider.com/jeffrey-epstein-jes-staley-jpmorgan-apollo-highbridge-2019-7,Microsoft
business-insider,2019-07-22T18:01:04Z,Lauren Johnson,The CEO of a startup that helps marketers pull data out of walled gardens like Amazon explains why he just sold part of his business to Cannes Lions' parent company,https://www.businessinsider.com/jumpshot-sells-35-stake-to-ascential-valued-at-60-million-2019-7,Microsoft
business-insider,2019-07-22T13:36:09Z,Daniel Strauss,Equifax agrees to pay up to $700 million to settle a probe into its massive data breach (EFX),https://markets.businessinsider.com/news/stocks/equifax-hack-breach-up-to-700-million-settlement-ftc-2019-7-1028372243,Microsoft
business-insider,2019-07-22T13:36:09Z,Daniel Strauss,Equifax agrees to pay up to $700 million to settle a probe into its massive data breach (EFX),https://www.businessinsider.com/equifax-hack-breach-up-to-700-million-settlement-ftc-2019-7,Microsoft
business-insider,2019-07-22T14:18:08Z,Mary Hanbury,Amazon hired one of Trump's allies to lobby on its behalf as it looks to score a $10 billion contract with the Pentagon (AMZN),https://www.businessinsider.com/amazon-hires-trump-ally-jeff-miller-lobby-pentagon-cloud-contract-2019-7,Microsoft
business-insider,2019-07-22T16:44:00Z,Amir Ismael,Save an extra 20% on sale styles at Adidas — and 7 other sales and deals happening now,https://www.businessinsider.com/sales-and-deals-of-the-day-adidas-kindle-casper-levis-2019-7,Microsoft
business-insider,2019-07-22T20:51:57Z,Insider Inc.,"APPLY NOW: Insider Inc. is hiring video producers, banking reporters, a news editor, and more",https://www.businessinsider.com/insider-inc-business-hiring-jobs-video-editor-reporter-producer-finance-2019-7,Microsoft
business-insider,2019-07-22T21:02:04Z,Benjamin Pimentel,"A Wall Street analyst found that Microsoft's all-important cloud business just crossed a major milestone, and it could mean great things for investors (MSFT, AMZN, GOOG, IBM)",https://www.businessinsider.com/microsoft-stronger-cloud-business-better-margins-2019-7,IBM
business-insider,2019-07-22T19:58:00Z,Meira Gebel,The first jobs of 14 of the biggest tech executives,https://www.businessinsider.com/tech-first-jobs-jeff-bezos-mark-zuckerberg-2019-7,IBM
business-insider,2019-07-22T22:02:07Z,Benjamin Pimentel,"Apple is reportedly in talks to buy Intel’s smartphone-modem chip business for $1 billion (AAPL, INTC)",https://www.businessinsider.com/apple-talks-buy-intel-smartphone-business-2019-7,Intel
business-insider,2019-07-22T11:12:00Z,Mary Hanbury and Reuters,The White House is hosting a meeting with tech executives to discuss the Huawei ban,https://www.businessinsider.com/white-house-meets-with-google-microsoft-to-discuss-huawei-ban-2019-7,Intel
business-insider,2019-07-23T06:39:11Z,Isobel Asher Hamilton,10 things in tech you need to know today,https://www.businessinsider.com/10-things-in-tech-you-need-to-know-today-july-23-2019-7,Intel
business-insider,2019-07-23T04:54:27Z,Rosie Perper,Trump meets with top US tech leaders to discuss sales to Huawei as he moves to soften restrictions against the Chinese tech giant,https://www.businessinsider.com/trump-meets-with-google-intel-cisco-to-discuss-huawei-sales-2019-7,Intel
business-insider,2019-07-23T10:29:56Z,Yusuf Khan,10 things you need to know before the opening bell,http://markets.businessinsider.com/news/stocks/10-things-you-need-to-know-before-the-opening-bell-1028375271,Intel
business-insider,2019-07-23T10:29:56Z,Yusuf Khan,10 things you need to know before the opening bell,https://www.businessinsider.com/opening-bell-july-23-2019-7,Intel
business-insider,2019-07-22T20:52:16Z,Troy Wolverton,"Beyond Meat, whose plant burgers can fool even die-hard meat lovers, is up 700% since its IPO. Early investors say it will change how we eat, but there are signs Wall Street's binge could end badly. (BYND)",https://www.businessinsider.com/beyond-meats-stock-surge-has-spurred-debate-over-its-prospects-2019-7,Intel
business-insider,2019-07-23T04:54:27Z,Rosie Perper,Trump meets with top US tech leaders to discuss sales to Huawei as he moves to soften restrictions against the Chinese tech giant,https://www.businessinsider.com/trump-meets-with-google-intel-cisco-to-discuss-huawei-sales-2019-7,Cisco
business-insider,2019-07-22T14:18:08Z,Mary Hanbury,Amazon hired one of Trump's allies to lobby on its behalf as it looks to score a $10 billion contract with the Pentagon (AMZN),https://www.businessinsider.com/amazon-hires-trump-ally-jeff-miller-lobby-pentagon-cloud-contract-2019-7,Oracle
business-insider,2019-07-22T13:00:00Z,Rosalie Chan,"Microsoft is investing $1 billion in OpenAI, the Elon Musk-founded company that's trying to build human-like artificial intelligence (MSFT)",https://www.businessinsider.com/microsoft-openai-artificial-general-intelligence-investment-2019-7,Oracle
business-insider,2019-07-22T17:13:47Z,James Pasley,Puerto Rico is poised for one of its biggest-ever protests to drive Gov. Ricardo Rossello from office. Here's how it reached this point.,https://www.businessinsider.com/puerto-rico-protest-photos-gov-ricardo-rossello-2019-7,Facebook
business-insider,2019-07-22T15:30:00Z,Connie Chen,We asked 5 women of different shapes and sizes to try bathing suits from Swimsuits for All — here's how they reacted to the fits and styles,https://www.businessinsider.com/swimsuits-for-all-plus-size-swimsuit-review,Facebook
business-insider,2019-07-23T03:11:36Z,David Choi,Attorneys for convicted mail bomber Cesar Sayoc claim he watched Fox News 'religiously' and was influenced by Sean Hannity's rhetoric,https://www.businessinsider.com/mail-bomb-cesar-sayoc-fox-news-sean-hannity-radicalization-2019-7,Facebook
business-insider,2019-07-23T00:00:00Z,Nick Bastone,A new Facebook privacy flaw allowed thousands of children on Messenger Kids to enter group chats with strangers (FB),https://www.businessinsider.com/facebook-messenger-kids-group-chat-privacy-flaw-2019-7,Facebook
business-insider,2019-07-22T23:56:52Z,Lauren Frias,The internet is deeply confused by YouTube star Logan Paul's bizarre Fox Business interview,https://www.businessinsider.com/the-internet-is-confused-by-logan-pauls-fox-business-interview-2019-7,Facebook
business-insider,2019-07-22T19:58:00Z,Meira Gebel,The first jobs of 14 of the biggest tech executives,https://www.businessinsider.com/tech-first-jobs-jeff-bezos-mark-zuckerberg-2019-7,Facebook
business-insider,2019-07-22T08:11:40Z,Associated Press,China condemns ‘intolerable’ Hong Kong protesters for targeting its offices in the semi-autonomous city - Business Insider,https://www.businessinsider.com/china-condemns-intolerable-hong-kong-protesters-for-targeting-offices-2019-7,Facebook
business-insider,2019-07-22T20:21:01Z,Daniel Strauss,Tech stocks lead US indexes higher on earnings optimism,https://markets.businessinsider.com/news/stocks/stock-market-news-tech-stocks-climb-ahead-of-earnings-2019-7-1028373243,Facebook
business-insider,2019-07-22T16:05:26Z,Robin Madell,This tactic brings in 100% of new clients for many freelancers and entrepreneurs,https://www.businessinsider.com/tactic-brings-in-100-new-clients-for-freelancers-and-entrepreneurs-2019-7,Facebook
business-insider,2019-07-23T09:13:11Z,Sinéad Baker,2 Louisiana police officers have been fired over a Facebook post that suggested Alexandria Ocasio-Cortez should be shot,https://www.businessinsider.com/officers-fired-suggesting-alexandria-ocasio-cortez-should-be-shot-facebook-2019-7,Facebook
business-insider,2019-07-22T16:01:00Z,Steven John,How to change your Twitter username on a computer or mobile device,https://www.businessinsider.com/how-to-change-twitter-username,Facebook
business-insider,2019-07-23T10:00:00Z,Matthew DeBord,An all-electric Ford F-150 pickup truck prototype has towed more than a million pounds (F),https://www.businessinsider.com/electric-ford-f150-prototype-towed-a-million-pounds-2019-7,Facebook
business-insider,2019-07-22T18:04:23Z,Nick Bastone,"Google settles a multi-million dollar class action lawsuit accusing the tech giant of age discrimination against potential applicants (GOOG, GOOGL)",https://www.businessinsider.com/google-settles-multi-million-dollar-age-discrimination-lawsuit-2019-7,Facebook
business-insider,2019-07-22T14:45:48Z,Carmen Reinicke,Stitch Fix jumps after Stifel says the stock is trading at an attractive discount (SFIX),https://markets.businessinsider.com/news/stocks/stitch-fix-stock-price-climbs-on-analyst-buy-rating-2019-7-1028372461,Facebook
business-insider,2019-07-22T07:06:00Z,Rosie Perper,Masked assailants storm Hong Kong metro station with batons and reportedly attack pro-democracy protesters,https://www.businessinsider.com/assailants-storm-hong-kong-metro-station-and-attack-passengers-2019-7,Facebook
